PREFIXO,MANTENEDOR,PREFIXO AN,NOME DA ES,DE,ATE,LATITUDE,LONGITUDE,MUNICIPIO,MUNICIPI_1,BACIA HIDR,Nome UGHRI,N_UGRHI,Nome SUBUG,N_SUBUGRHI,REDE,PROPRIETAR,TIPO DE PO,AREA (Km2),BTL,cia_amb,COBACIA,OBS,TEMPO DE T,STATUS PCD,ULTIMA TRA,CONVENCION,LOGGER,TELEMETRIC,NIVEL,VAZAO,FICHA DE INSPECAO,ULTIMA DATA FI,FICHA DESCRITIVA,ULTIMA_ATUALIZACAO_FD,AQUIFERO,ALTIMETRIA
C7-030,,,BIRIGUI (ACCO),"1941","1971",-21.28333333,-50.4,BIRIGUI,Birigui,CÓRR. DOS BAIXOTES,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",,,,,,,,,,,,,,,
C7-031,,,BIRIGUI (EFNOB),"1944","1971",-21.28333333,-50.42,BIRIGUI,Birigui,CÓRR. DOS BAIXOTES,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",,,,,,,,,,,,,,,
C7-032,,,ARAÇATUBA (EFNOB),"1944","1971",-21.2,-50.52,ARAÇATUBA,Aracatuba,RIB. BAGUAÇU,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661122",,,,,,,,,,,,,,,
C7-033,,"2150013",GUARARAPES,"1944","2025",-21.25861111,-50.765,GUARARAPES,Rubiacea,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661126",FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C7-034,,"2150061",VALPARAÍSO,"1944","2025",-21.235,-51.04388889,VALPARAÍSO  *(BT),Valparaiso,RIB. DO SAPÉ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656178",,,ATIVO,,O,,,,,,,,,,
C7-035,,"2150094",PASSAREDO,"2000","2024",-21.26888889,-50.40222222,BIRIGUI,Birigui,CÓRR. DOS BAIXOTES,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C7-036,,,PARAPUÃ,"1945","1999",-21.78333333,-50.94,PARAPUÃ,Inubia Paulista,RIB. DRAVA,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","86534772",,,,,,,,,,,,,,,
C7-037,,"2150021",FAZENDA RIO PRETO,"1950","2025",-21.35166667,-50.81638889,GUARARAPES,Bento de Abreu,R. TIETÊ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","8656323",,,ATIVO,,O,,,,,,,,,,
C7-041,,,FAZENDA CASTELO,"1941","1961",-21.18333333,-50.96,VALPARAÍSO,Valparaiso,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","86611165",,,,,,,,,,,,,,,
C7-043,,,TUPÃ,"1942","2000",-21.93333333,-50.64,TUPÃ,Tupa,R. DO PEIXE,Peixe,"21",Médio Peixe,21_2,,SPÁguas,PLU,,2° BPAmb,"2400","86534918",,,,,,,,,,,,,,,
C7-045,,,RINÓPOLIS,"1946","2000",-21.73333333,-50.86,RINÓPOLIS,Osvaldo Cruz,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2300","8656363",,,,,,,,,,,,,,,
C7-046,,,EXTREMADURA,"1946","2000",-21.8,-50.74,IACRÍ,Parapua,RIB. DA JUREMA,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2400","8656374",,,,,,,,,,,,,,,
C7-047,,,ARAÇATUBA II,"0","0",-21.24027778,-50.52444444,ARAÇATUBA,Aracatuba,RIB. BAGUACU,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661122",SEM OBSERVADOR- LOGGER PARALISADO-NÃO CADASTRADO,,,,,,,,,,,,,,
C7-048,,"2150095",PESQUE-PAGUE VENDRAME,"2000","2025",-21.27666667,-50.42722222,BIRIGUI,Birigui,CÓRR. DOS BAIXOTES,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",LOGGER (AGWEATHER) - FOI REGISTRADOR MECÂNICO - FALHAS NO PERÍODO,,ATIVO,,O,L,,,,,,,,,
C7-049,,,PERPÉTUO SOCORRO,"1970","2001",-21.11666667,-51,VALPARAÍSO,Lavinia,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,PLU,,2° BPAmb,"2100","86611144",,,,,,,,,,,,,,,
C7-051,,,FAZENDA SANTA ALICE,"1970","2000",-21.31666667,-51.04,BENTO DE ABREU  *(BT),Valparaiso,R. AGUAPEI,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656192",,,,,,,,,,,,,,,
C7-054,IPT,"2150037",IACRI,"1946","2025",-21.87,-50.80972222,IACRÍ,Parapua,R. DO PEIXE,Peixe,"21",Médio Peixe,21_2,,SPÁguas,PLU,,2° BPAmb,"2400","86534912",LOGGER (HOBO) / FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C7-056,,"2150096",POÇO PROFUNDO,"2000","2024",-21.30222222,-50.4325,BIRIGUI,Birigui,CÓRR. DOS BAIXOTES,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C7-057,,,QUINTA PONTE,"2024","2025",-21.48638889,-50.08611111,PENÁPOLIS,Penapolis,RIB. DO LAJEADO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PLU,,2° BPAmb,"2100","866122",LOGGER (ATIVA) - SEM OBSERVADOR - (ESTAÇÃO MISTA 7C-005),,,,,,,,,,,,,,
C7-058,,,MONTANTE DA CAPTAÇÃO,"0","0",-21.43638889,-50.06666667,PENÁPOLIS,Penapolis,RIB. LAJEADO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PLU,,2° BPAmb,"2100","866122",,,,,,,,,,,,,,,
C7-059,,,JUSANTE DA CAPTAÇÃO,"0","0",-21.43666667,-50.06666667,PENÁPOLIS,Penapolis,RIB. LAJEADO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PLU,,2° BPAmb,"2100","866122",,,,,,,,,,,,,,,
C7-060,,,BIRIGUI (ETA),"1945","1969",-21.3,-50.4,BIRIGUI,Birigui,CÓRR. DOS BAIXOTES,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",,,,,,,,,,,,,,,
C7-062,IPT,"2150038",BASTOS,"1946","2025",-21.925,-50.85222222,BASTOS,Parapua,R. DO PEIXE,Peixe,"21",Médio Peixe,21_2,,SPÁguas,PLU,,2° BPAmb,"2400","86534912",,,ATIVO,,O,,,,,,,,,,
C7-064,,"2150029",FAZENDA BOM RETIRO,"1946","2025",-21.69777778,-50.3525,LUIZIÂNIA,Luiziania,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","865651",,,ATIVO,,O,,,,,,,,,,
C7-066,,"2150067",UNIVERSO,"1948","2025",-21.90055556,-50.71444444,TUPÃ,Bastos,RIB. COPAÍBA,Peixe,"21",Médio Peixe,21_2,,SPÁguas,PLU,,2° BPAmb,"2400","86534916",FALHAS: 1972 A 1983,,ATIVO,,O,,,,,,,,,,
C7-067,,"2150032",OSVALDO CRUZ,"1953","2025",-21.79805556,-51.045,OSVALDO CRUZ,Pracinha,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653472",FALHAS: 1961 A 1966,,ATIVO,,O,,,,,,,,,,
C7-068,,,MACUCOS/QUEIROZ,"0","0",-21.78944444,-50.18055556,QUEIRÓZ,Queiroz,R. TIBIRIÇÁ,Aguapeí,"20",Alto Aguapeí,20_1,,SPÁguas,PLU,,2° BPAmb,"2400","8656811",SEM OBSERVADOR- LOGGER PARALISADO - NÃO CADASTRADO,,,,,,,,,,,,,,
C7-069,,,VALPARAÍSO (ACCO),"1949","1972",-21.23333333,-51.04,VALPARAÍSO,Valparaiso,R. TIETÊ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656178",,,,,,,,,,,,,,,
C7-071,,,FAZENDA CALIFÓRNIA,"1946","1972",-21.75,-51.14,INÚBIA PAULISTA,Mariapolis,R. AGUAPEÍ,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653458",,,,,,,,,,,,,,,
C7-072,,,FAZENDA SANTA CECÍLIA,"1970","2001",-21.08333333,-50.46,ARAÇATUBA,Aracatuba,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661122",,,,,,,,,,,,,,,
C7-073,,"2150017",ÁGUA LIMPA,"1970","2025",-21.32611111,-50.62305556,ARAÇATUBA,Guararapes,RIB. BAGUACU,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","86611272",FALHAS NO PERÍODO,,ATIVO,,O,,,,,,,,,,
C7-074,,"2150034",QUEIROZ,"1946","2025",-21.8,-50.28861111,QUEIRÓZ,Queiroz,R. CAINGANGUE,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2400","865662",FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C7-075,,"2150028",FAZENDA COROADOS,"1955","2025",-21.62055556,-51.09638889,SALMOURÃO,Florida Paulista,R. AGUAPEÍ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","8656182",,,ATIVO,,O,,,,,,,,,,
C7-076,,,SANTÓPOLIS DO AGUAPEÍ,"1970","2001",-21.63333333,-50.6,SANTÓPOLIS DO AGUAPEÍ,Piacatu,RIB. DA LONTRA,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","865638",,,,,,,,,,,,,,,
C7-077,,,NOVO CRAVINHOS,"1970","2000",-21.98333333,-50.12,POMPÉIA,Pompeia,R. CAINGANGUE,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2400","865669",,,,,,,,,,,,,,,
C7-078,,"2150025",PIACATU,"1971","2025",-21.59527778,-50.72194444,PIACATU,Rinopolis,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2400","8656371",FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C7-079,,,FAZENDA SANTA TEREZINHA,"1955","2001",-21,-51.1,LAVÍNIA,Mirandopolis,RIB. ÁGUA FRIA,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,PLU,,2° BPAmb,"2100","86611132",,,,,,,,,,,,,,,
C7-080,,,BURITAMA,"1971","2001",-21.06666667,-50.18,BURITAMA,Buritama,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661174",,,,,,,,,,,,,,,
C7-081,,,CARAMURU,"1972","2000",-21.41666667,-51,RUBIÁCEA  *(BT),Valparaiso,R. AGUAPEI,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","8656312",,,,,,,,,,,,,,,
C7-082,,,SANTA MARIA DO GURUPÁ,"1972","2001",-21.65,-50.02,PROMISSÃO  *(BT),Promissao,R. FEIO,Aguapeí,"20",Alto Aguapeí,20_1,,SPÁguas,PLU,,2° BPAmb,"2200","8656931",,,,,,,,,,,,,,,
C7-083,,,FAZENDA PROGRESSO,"1984","2001",-21.51666667,-50.74,PIACATU,Guararapes,RIB. JANGADA,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","8656341",,,,,,,,,,,,,,,
C7-084,,,USINA UNIVALEM,"1984","2001",-21.33333333,-51.14,VALPARAÍSO  *(BT),Lavinia,RIB. DO SAPÉ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656178",,,,,,,,,,,,,,,
C7-085,,"2150079",ESTÂNCIA RODRIGUES,"1984","2025",-21.38777778,-50.54166667,BILAC,Aracatuba,RIB. BAGUAÇU,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661162",,,ATIVO,,O,,,,,,,,,,
C7-086,,"2150090",CÓRREGO SECO,"1979","2025",-21.13805556,-50.22944444,BREJO ALEGRE,Brejo Alegre,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661177",,,ATIVO,,O,,,,,,,,,,
C7-087,,,CLEMENTINA,"1985","2001",-21.56666667,-50.54,CLEMENTINA,Gabriel Monteiro,R. PROMISSÃO,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","865638",,,,,,,,,,,,,,,
C7-088,,,BIRIGUI URBANO,"2013","2023",-21.28777778,-50.39638889,BIRIGUI,Birigui,CÓRR. DO BAIXOTE,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",LOGGER (CAMPBELL) / TELEMETRIA CHIP CELULAR SUSPENSA - SEM OBSERVADOR - (ESTAÇÃO MISTA 7C-009),,,,,,,,,,,,,,
C7-089,FCTH,,PARPINELLI,"0","0",-21.28,-50.41388889,BIRIGUI,Birigui,CÓRR. PARPINELLI,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PLU,,2° BPAmb,"2100","8661161",ESTAÇÃO MISTA 7C-008,,,,,,,,,,,,,,
C7-090,,,SÍTIO SANTO ANTÔNIO (BAIRRO ARAPONGA),"2025","2025",-21.56333333,-50.08555556,PENÁPOLIS,Penapolis,CÓRR. DA ARAPONGA,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PLU,,2° BPAmb,"2100","866122",,,,,,,,,,,,,,,
C7-091,,,FAZENDA SÃO JOSÉ (BAIRRO ARAPONGA),"2025","2025",-21.55333333,-50.10555556,PENÁPOLIS,Penapolis,SNA1 CÓRR. DA ARAPONGA,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PLU,,2° BPAmb,"2100","866122",,,,,,,,,,,,,,,
C8-001,,"2151019",PIQUEROBI,"1936","2025",-21.88638889,-51.87111111,PIQUEROBI  *(AP),Presidente Venceslau,CÓRR. DA REPRESA,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","8651841",FALHAS: 1953 A 1965,,ATIVO,,O,,,,,,,,,,
C8-002,,,FLÓRIDA PAULISTA,"1954","2025",-21.61638889,-51.20166667,FLÓRIDA PAULISTA,Florida Paulista,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653456",,,ATIVO,,O,,,,,,,,,,
C8-004,,"2151005",ADAMANTINA,"1956","2025",-21.68777778,-51.04861111,ADAMANTINA,Adamantina,R. DO PEIXE,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2300","865622",,,ATIVO,,O,,,,,,,,,,
C8-006,,,RIBEIRÃO DOS ÍNDIOS,"1938","1950",-21.85,-51.72,SANTO ANASTÁCIO  *(PP),Piquerobi,RIB. DA GARÇA,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653423",,,,,,,,,,,,,,,
C8-007,,,CONVENTO SANTA MARIA,"1957","1966",-21.38333333,-51.68,TUPI PAULISTA,Tupi Paulista,R. PARANÁ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","865383",,,,,,,,,,,,,,,
C8-008,,"2151006",MONTE CASTELO,"1957","2025",-21.30027778,-51.68333333,MONTE CASTELO,Santa Mercedes,R. AGUAPEÍ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","86554",,,ATIVO,,O,,,,,,,,,,
C8-009,,"2151059",SANTO ANASTÁCIO,"1942","2025",-21.96861111,-51.74194444,SANTO ANASTÁCIO,Piquerobi,CÓRR. DA FIGUEIRA,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","8651842",,,ATIVO,,O,,,,,,,,,,
C8-010,,"2151035",CAIUÁ,"1942","2025",-21.83194444,-52.18194444,CAIUÁ,Presidente Epitacio,R. PARANÁ,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","865181",,,ATIVO,,O,,,,,,,,,,
C8-011,IPT,"2151020",PRESIDENTE VENCESLAU,"1955","2025",-21.87861111,-52.005,PRESIDENTE VENCESLAU,Caiua,R. SANTO ANASTÁCIO,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","865312",LOGGER (FCTH) - FALHAS NO PERÍODO,,ATIVO,,O,L,TF,,,,,,,,
C8-012,,,SANTO ANASTÁCIO (SANBRA),"1943","1972",-21.96666667,-51.78,SANTO ANASTÁCIO,Piquerobi,R. SANTO ANASTÁCIO,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","8651841",,,,,,,,,,,,,,,
C8-013,,,LUCÉLIA (ACCO),"1947","1967",-21.73333333,-51.02,LUCÉLIA,Lucelia,R. AGUAPEÍ,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653472",,,,,,,,,,,,,,,
C8-014,,"2151021",ALFREDO MARCONDES,"1960","2025",-21.95166667,-51.49222222,ALFREDO MARCONDES,Presidente Bernardes,RIB. DO MONTALVÃO,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653447",,,ATIVO,,O,,,,,,,,,,
C8-015,,,MIRANDÓPOLIS (EFNOB),"1944","1969",-21.13333333,-51.12,MIRANDÓPOLIS  *(BT),Mirandopolis,RIB. CLARO,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656174",,,,,,,,,,,,,,,
C8-016,,,AMANDABA (EFNOB),"1944","1966",-21.1,-51.2,MIRANDÓPOLIS,Mirandopolis,R. PARANÁ,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,PLU,,2° BPAmb,"2100","865745",,,,,,,,,,,,,,,
C8-018,,"2151039",LUCÉLIA,"1963","2025",-21.72944444,-51.01138889,LUCÉLIA,Lucelia,CÓRR. BOA ESPERANÇA/GUATÁ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2300","865622",,,ATIVO,,O,,,,,,,,,,
C8-019,,"2151008",PANORAMA,"1944","2025",-21.35305556,-52.02777778,PANORAMA,,R. PARANÁ,,,,,,SPÁguas,PLU,,,,,FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C8-021,,,BALISA,"1941","1942",-21.78333333,-51.04,LUCÉLIA,Lucelia,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653472",,,,,,,,,,,,,,,
C8-022,,"2151002",GUARAÇAÍ,"1943","2025",-21.02722222,-51.22861111,GUARAÇAÍ,Guaracai,R. PARANÁ,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,PLU,,2° BPAmb,"2100","865745",FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C8-023,,,VALPARAÍSO,"0","0",-21.43027778,-51.01416667,VALPARAÍSO  *(BT),Valparaiso,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2100","8656193",SEM OBSERVADOR- LOGGER PARALISADO - NÃO CADASTRADO,,,,,,,,,,,,,,
C8-026,,"2151017",EMILIANÓPOLIS,"1953","2025",-21.83305556,-51.57305556,EMILIANÓPOLIS,Ribeirao dos Indios,RIB. TAQUARUÇU,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653432",FOI REGISTRADOR MECÂNICO,,ATIVO,,"-",,,,,,,,,,
C8-029,,,PAULICÉIA,"1944","1971",-21.31666667,-52,PAULICÉIA,,R. PARANÁ,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
C8-030,,"2151013",FAZENDA SANTO ANDRÉ,"1947","2025",-21.495,-51.18194444,FLÓRIDA PAULISTA,Florida Paulista,R. AGUAPEÍ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","86561762",,,ATIVO,,O,,,,,,,,,,
C8-035,,,PACAEMBÚ,"1948","1999",-21.55,-51.32,PACAEMBÚ,Irapuru,RIB. IRACEMA,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","8656163",FALHAS: 1957 A 1983,,,,,,,,,,,,,,
C8-039,,,LUCÉLIA (MÁQUINAS WHOLLEY),"1947","1960",-21.71666667,-51.02,LUCÉLIA,Lucelia,R. DO PEIXE,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2300","865622",,,,,,,,,,,,,,,
C8-041,,,FAZENDA ÁGUAS CLARAS,"1949","1958",-21.41666667,-51.26,PACAEMBÚ,Pacaembu,R. AGUAPEÍ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","8656175",,,,,,,,,,,,,,,
C8-042,,"2151011",IRAPURU,"1949","2025",-21.55972222,-51.41,IRAPURU,Junqueiropolis,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","86534343",,,ATIVO,,O,,,,,,,,,,
C8-043,,"2151010",DRACENA,"1950","2025",-21.46694444,-51.655,DRACENA,Dracena,R. NOVA PALMEIRA,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","865386",,,ATIVO,,O,,,,,,,,,,
C8-044,,,PRES. VENCESLAU (MÁQUINA SAAD),"1951","1962",-21.86666667,-52,PRESIDENTE VENCESLAU  *(PP),Caiua,R. DO PEIXE,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","865312",,,,,,,,,,,,,,,
C8-045,,,NOVA INDEPENDÊNCIA,"1970","2000",-21.1,-51.58,NOVA INDEPENDÊNCIA,Nova Independecia,R. AGUAPEÍ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656113",,,,,,,,,,,,,,,
C8-046,,,SALGADO FILHO,"1970","2000",-21.43333333,-51.44,JUNQUEIRÓPOLIS,Junqueiropolis,R. AGUAPEÍ,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2300","865614",,,,,,,,,,,,,,,
C8-047,,,MARIÁPOLIS,"1970","2000",-21.78333333,-51.22,MARIÁPOLIS,Mariapolis,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","86534573",,,,,,,,,,,,,,,
C8-048,,,BANDEIRANTES,"1970","1974",-21.71666667,-51.54,FLORA RICA,Ribeirao dos Indios,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653441",,,,,,,,,,,,,,,
C8-049,,,FAZENDA SANTA MARIA,"1970","2001",-21.21666667,-51.36,MIRANDÓPOLIS  *(BT),Guaracai,CÓRR. DO MACACO,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656133",,,,,,,,,,,,,,,
C8-050,,,TABAJARA,"1970","2000",-21.28333333,-51.16,LAVÍNIA  *(BT),Lavinia,RIB. CLARO,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656174",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
C8-051,,"2151003",FAZENDA BOA VISTA,"1971","2025",-21.08722222,-51.39388889,MURUTINGA DO SUL,Murutinga do Sul,RIB. DO MOINHO,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656132",,,ATIVO,,O,,,,,,,,,,
C8-052,,,VALPARAÍSO / ADAMANTINA,"1971","2021",-21.44916667,-51.01027778,ADAMANTINA,Adamantina,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,PLU,,2° BPAmb,"2300","8656194",,,,,,,,,,,,,,,
C8-053,,,FAZENDA BURITIS,"1971","1999",-21.13333333,-51.92,PAULICÉIA,,R. PARANÁ,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
C8-054,,"2151051",TEÇAINDÁ,"1971","2025",-22.00138889,-51.16222222,MARTINÓPOLIS,Martinopolis,RIB. COROADOS,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653474",FALHAS NO PERÍODO,,ATIVO,,O,,,,,,,,,,
C8-055,,"2151052",FAZENDA PAULISTA,"1971","2025",-21.58361111,-51.84833333,OURO VERDE,Presidente Venceslau,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653412",,,ATIVO,,O,,,,,,,,,,
C8-056,,"2151053",GRANJA YUBA,"1958","2025",-21.01361111,-51.12194444,MIRANDÓPOLIS,Mirandopolis,RIB. ÁGUA FRIA,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,PLU,,2° BPAmb,"2100","86611132",,,ATIVO,,O,,,,,,,,,,
C8-057,,,BAIRRO PEDERNEIRAS,"1972","2000",-21.71666667,-51.98,PRESIDENTE VENCESLAU  *(PP),Presidente Epitacio,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","865314",,,,,,,,,,,,,,,
C8-058,,"2151055",MIRANDÓPOLIS,"1972","2025",-21.13444444,-51.12138889,MIRANDÓPOLIS  *(BT),Mirandopolis,RIB. CLARO,Aguapeí,"20",,20_3,,SPÁguas,PLU,,2° BPAmb,"2100","8656174",LOGGER (HOBO) / FOI REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
C8-059,,"2151056",RIBEIRÃO DA ILHA,"1974","2025",-21.73805556,-51.52833333,FLORA RICA,Emilianopolis,R. DO PEIXE,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653441",,,ATIVO,,O,,,,,,,,,,
C8-060,,,RIBEIRÃO DOS ÍNDIOS,"1982","1998",-21.83333333,-51.72,RIBEIRÃO DOS ÍNDIOS,Piquerobi,RIB. DA GARÇA,Peixe,"21",Baixo Peixe,21_3,,SPÁguas,PLU,,2° BPAmb,"2300","8653423",,,,,,,,,,,,,,,
C9-001,,,PRES. EPITÁCIO (C. DA AGRICULTURA),"1960","1969",-21.75,-52.12,PRESIDENTE EPITÁCIO,Presidente Epitacio,R. PARANÁ,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","865312",,,,,,,,,,,,,,,
