PREFIXO,MANTENEDOR,PREFIXO AN,NOME DA ES,DE,ATE,LATITUDE,LONGITUDE,MUNICIPIO,MUNICIPI_1,BACIA HIDR,Nome UGHRI,N_UGRHI,Nome SUBUG,N_SUBUGRHI,REDE,PROPRIETAR,TIPO DE PO,AREA (Km2),BTL,cia_amb,COBACIA,OBS,TEMPO DE T,STATUS PCD,ULTIMA TRA,CONVENCION,LOGGER,TELEMETRIC,NIVEL,VAZAO,FICHA DE INSPECAO,ULTIMA DATA FI,FICHA DESCRITIVA,ULTIMA_ATUALIZACAO_FD,AQUIFERO,ALTIMETRIA
E3-142,,,RECALQUE  ABC,"1950","2009",-23.75,-46.64,SÃO BERNARDO DO CAMPO,Sao Bernardo do Campo,RIB. DOS MENINOS,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669841",FALHAS NO PERÍODO - REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-143,,,RODOVIA ANCHIETA  ( COTA 400 ),"1950","1994",-23.88333333,-46.58,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939565",,,,,,,,,,,,,,,
E3-144,,,MORRO DO PICHE,"1949","1989",-23.88333333,-46.54,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669844",FALHAS: 1969 A 1983,,,,,,,,,,,,,,
E3-145,,,CIDADE UNIVERSITÁRIA (CTH),"1955","2015",-23.55416667,-46.87083333,SÃO PAULO,Carapicuiba,R. PINHEIROS,Alto Tietê,"6",Cotia,6_6,,SPÁguas,PLU,,1° BPAmb,"1100","8669723",FALHAS: 1980 A 1996 E 2007 A 2015 -   REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-146,,,CIDADE UNIVERSITÁRIA (IPT),"1951","1961",-23.55,-46.88,SÃO PAULO,Barueri,R. PINHEIROS,Alto Tietê,"6",Cotia,6_6,,SPÁguas,PLU,,1° BPAmb,"1100","8669723",,,,,,,,,,,,,,,
E3-147,,,ITAQUAQUECETUBA,"1951","1994",-23.48333333,-46.42,ITAQUAQUECETUBA,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1300","8669937",,,,,,,,,,,,,,,
E3-148,,,MAUÁ,"1952","2004",-23.66333333,-46.57416667,MAUÁ,Sao Bernardo do Campo,R. TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669922",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-149,,,CAMPO GRANDE,"1965","2004",-23.76666667,-46.42,SANTO ANDRÉ,Rio Grande da Serra,R. GRANDE,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669845",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-150,,,RUDGE RAMOS,"1966","2015",-23.66055556,-46.68777778,SÃO BERNARDO DO CAMPO,Sao Paulo,RIB. DOS MENINOS,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669841",FALHAS NO PERÍODO - REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-151,,,BARRAGEM SUB-ALVEA DA SABESP,"2012","2012",-23.88694444,-46.54222222,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669844",LOGGER - SEM OBSERVADOR - DESATIVADO,,,,,,,,,,,,,,
E3-152,,,CUMBICA (FAB),"1951","1971",-23.43333333,-46.58,GUARULHOS,Sao Paulo,R. BAQUIRIVU-GUAÇU,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1100","8669934",,,,,,,,,,,,,,,
E3-153,,,CURVA DA ONÇA,"1952","1996",-23.88333333,-46.58,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939565",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-154,,"2346329",FAZENDA PRIMAVERA,"1953","2025",-23.00388889,-46.84444444,JARINÚ,Itatiba,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666452",,,ATIVO,,O,,,,,,,,,,
E3-155,,,RIBEIRÃO PIRES,"1999","2016",-23.70805556,-46.50138889,RIBEIRÃO PIRES,Santo Andre,RIB. PIRES,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669923",,,,,,,,,,,,,,,
E3-156,,,NOEMIA,"1999","2016",-23.6675,-46.56138889,MAUÁ,Sao Bernardo do Campo,R. TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669922",,,,,,,,,,,,,,,
E3-157,,,ZAIRA,"1999","2016",-23.65055556,-46.52722222,MAUÁ,Santo Andre,R. TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669923",,,,,,,,,,,,,,,
E3-158,,,DIADEMA,"1999","2016",-23.68444444,-46.73222222,DIADEMA,Sao Paulo,RIB. CURRAL GRANDE,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866985",,,,,,,,,,,,,,,
E3-159,,,CAMPESTRE,"1999","2016",-23.64805556,-46.65305556,SANTO ANDRÉ,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866983",,,,,,,,,,,,,,,
E3-160,,,LUCINDA,"1999","2016",-23.62583333,-46.62166667,SANTO ANDRÉ,Sao Paulo,RIB. ORATÓRIO,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669921",,,,,,,,,,,,,,,
E3-161,,,JARDIM DO MAR,"1999","2016",-23.6875,-46.67,SÃO BERNARDO DO CAMPO,Sao Paulo,RIB. DOS MENINOS,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669841",,,,,,,,,,,,,,,
E3-162,,,VILA DO TANQUE,"1999","2016",-23.72166667,-46.64305556,SÃO BERNARDO DO CAMPO,Sao Paulo,RIB. DOS MENINOS,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669841",,,,,,,,,,,,,,,
E3-163,,,BARCELONA,"1999","2016",-23.61527778,-46.66555556,SÃO CAETANO DO SUL,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866983",PARALISADO DE 2017 A 2020,,,,,,,,,,,,,,
E3-223,,,TAIAÇUPEBA,"1969","1998",-23.66666667,-46.22,MOGI DAS CRUZES,Mogi das Cruzes,R. JUNDIAÍ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","866996",,,,,,,,,,,,,,,
E3-224,,,FAZENDA DO SERTÃO,"1969","1994",-23.68333333,-46.36,SUZANO,Ribeirao Pires,RIB. BALAINHO,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1200","8669942",,,,,,,,,,,,,,,
E3-225,,,MORRO GRANDE,"1969","1994",-23.26666667,-46.5,NAZARÉ PAULISTA *(PCJ),Mairipora,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866967",,,,,,,,,,,,,,,
E3-226,,,PAIOL DO MEIO,"1969","1996",-23.88333333,-47.16,SÃO LOURENÇO DA SERRA,Ibiuna,R. SÃO LOURENÇO,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,5° BPAmb,"5300","77944951",,,,,,,,,,,,,,,
E3-227,,,BATATUBA,"1970","1996",-23.08333333,-46.48,PIRACAIA,Atibaia,R. CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866647",,,,,,,,,,,,,,,
E3-228,,,HUMAITÁ,"1939","2025",-23.95444444,-46.54,SÃO VICENTE,Praia Grande,VERTENTE ATLÂNTICA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","7793958",LOGGER (SOLINST) - FALHAS: 1950 A 1966 E 2024,,,,,,,,,,,,,,
E3-229,,,CRIOULOS,"1970","2021",-23.07944444,-46.36166667,PIRACAIA,Piracaia,R. CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866647",FALHAS NO PERÍODO,,,,,,,,,,,,,,
E3-230,,,RIO ACIMA,"1970","1996",-23.21666667,-46.8,ATIBAIA,Campo Limpo Paulista,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,PLU,,5° BPAmb,"5100","866949",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-231,,,SERTÃOZINHO,"1971","1999",-23.61666667,-46.1,BIRITIBA-MIRIM,Mogi das Cruzes,R. BIRITIBA-MIRIM,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669972",,,,,,,,,,,,,,,
E3-232,,,CAPIXINGA,"1971","2011",-23.56666667,-46.12,MOGI DAS CRUZES,Mogi das Cruzes,R. BIRITIBA-MIRIM,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669971",,,,,,,,,,,,,,,
E3-233,,,PONUNDUVA,"1971","2002",-23.35,-47.12,CAJAMAR,Cabreuva,R. TIETÊ,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,PLU,,5° BPAmb,"5100","866953",,,,,,,,,,,,,,,
E3-234,,,ITAPETI,"1971","1997",-23.41666667,-46.22,MOGI DAS CRUZES  *(AT),Mogi das Cruzes,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","778962",,,,,,,,,,,,,,,
E3-235,,,JURUBATUBA (SBS),"1971","1980",-23.85,-46.32,SANTOS,Santos,R. JURUBATUBA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939543",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-236,,,PILÕES,"1972","1992",-23.9,-46.6,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939565",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-237,,,SERTÃOZINHO,"1971","2007",-23.7,-46.58,MAUÁ,Sao Bernardo do Campo,R.TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669922",,,,,,,,,,,,,,,
E3-238,,,DIADEMA,"1971","1996",-23.7,-46.72,DIADEMA,Sao Paulo,RIB. DOS COUROS,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866985",,,,,,,,,,,,,,,
E3-239,,"2346342",GUAPITUBA,"1972","2024",-23.69861111,-46.52583333,RIBEIRÃO PIRES,Santo Andre,R. GRANDE,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669922",FALHAS ENTRE 2019 A 2023,,ATIVO,,O,,,,,,,,,,
E3-240,,,ITAQUERA,"1972","1994",-23.56666667,-46.52,SÃO PAULO,Sao Paulo,RIB. ITAQUERA,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1300","8669932",,,,,,,,,,,,,,,
E3-241,,,IMIGRANTES,"1972","1986",-23.93333333,-46.7,SÃO BERNARDO DO CAMPO  *(AT),Sao Paulo,R. CUBATÃO,Baixada Santista,"7",Rio Branco / Rio Preto,7_3,,SPÁguas,PLU,,1° BPAmb,"1200","7793967",,,,,,,,,,,,,,,
E3-242,,"2346344",IGARATÁ,"1972","2025",-23.20722222,-46.185,IGARATÁ,Igarata,R. JAGUARI,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,3° BPAmb,"3400","7789641",,,ATIVO,,O,,,,,,,,,,
E3-243,,,PARELHEIROS,"1972","2022",-23.82916667,-46.87166667,SÃO PAULO,Embu-Guacu,GUARAPIRANGA,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866988",,,,,,,,,,,,,,,
E3-244,,,RIO ACIMA,"1972","2008",-23.83611111,-46.70694444,SÃO BERNARDO DO CAMPO,Sao Paulo,R. GRANDE,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669841",,,,,,,,,,,,,,,
E3-245,,,TAIAÇUPEBA - MIRIM,"1972","2022",-23.63888889,-46.40055556,SUZANO,Maua,R. TAIAÇUPEBA-MIRIM,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1200","8669938",FALHAS NO PERÍODO,,,,,,,,,,,,,,
E3-246,,,MOÓCA,"1972","1999",-23.56666667,-46.74,SÃO PAULO,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866981",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-247,,,RIBEIRÃO,"1972","1999",-23.05,-46.76,ATIBAIA,Itatiba,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","86664531",,,,,,,,,,,,,,,
E3-248,,,JARDIM CENTENÁRIO,"1973","1996",-23.58333333,-46.6,SÃO PAULO,Sao Paulo,R. ARICANDUVA,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669921",,,,,,,,,,,,,,,
E3-249,,,PAULISTINHA,"1973","1999",-23.86666667,-47,EMBU-GUAÇU,Sao Lourenco da Serra,R. EMBU-GUAÇU,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944981",,,,,,,,,,,,,,,
E3-250,,,RIBEIRÃO ACIMA,"1972","2000",-23.18333333,-46.38,NAZARÉ PAULISTA,Nazare Paulista,R. ATIBAINHA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666461",,,,,,,,,,,,,,,
E3-251,,,CIDADE UNIVERSITÁRIA,"1973","1993",-23.56666667,-46.88,SÃO PAULO,Cotia,R. PINHEIROS,Alto Tietê,"6",Cotia,6_6,,SPÁguas,PLU,,1° BPAmb,"1200","8669723",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-252,,,QUILOMBO,"1978","1988",-23.81666667,-46.36,SANTOS,Cubatao,R. QUILOMBO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939542",,,,,,,,,,,,,,,
E3-253,,,PARAÍSO,"1978","2018",-23.56805556,-46.77138889,SÃO PAULO,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866981",FALHAS NO PERÍODO,,,,,,,,,,,,,,
E3-254,,,EMBURÁ,"1979","2020",-23.87916667,-46.89333333,SÃO PAULO,Sao Lourenco da Serra,RIB. DO CIPÓ,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866988",,,,,,,,,,,,,,,
E3-255,,,PARQUE SÃO RAFAEL,"1979","2003",-23.63333333,-46.56,MAUÁ,Sao Caetano do Sul,RIB. ORATÓRIO,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669923",,,,,,,,,,,,,,,
E3-256,,,JURUBATUBA,"1980","1990",-23.85,-46.32,SANTOS,Santos,R. JURUBATUBA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939543",,,,,,,,,,,,,,,
E3-257,,,SANTA RITA,"1981","2000",-23.93333333,-47.08,EMBU-GUAÇU,Juquitiba,R. EMBU-GUAÇU,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944981",,,,,,,,,,,,,,,
E3-258,,,BELVEDERE,"1981","2001",-23.96666667,-47.08,JUQUITIBA,Juquitiba,R. JUQUIÁ,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944991",,,,,,,,,,,,,,,
E3-259,,,CIPÓ,"1982","2001",-23.88333333,-46.96,SÃO PAULO,Sao Lourenco da Serra,R. EMBU-GUAÇU,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944982",,,,,,,,,,,,,,,
E3-260,,,GUAIÓ,"1984","2015",-23.895,-46.78361111,SUZANO,Sao Paulo,RIB. GUAIÓ,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866989",,,,,,,,,,,,,,,
E3-261,,,TERRAS DE SANTA ROSA,"1981","1999",-23.95,-46.96,ITANHAÉM,Juquitiba,R. BRANCO,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944981",,,,,,,,,,,,,,,
E3-262,,"2346418",GUARAÚ,"1985","2025",-23.4425,-46.78055556,SÃO PAULO,Sao Paulo,R. CABUÇU DE BAIXO,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866963",,,ATIVO,,O,,,,,,,,,,
E3-263,,,AMADOR BUENO,"1986","2001",-23.53333333,-47.18,ITAPEVI,Mairinque,R. S. JOÃO DO BARUERI,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,PLU,,5° BPAmb,"5300","866954",,,,,,,,,,,,,,,
E3-264,,,OSASCO,"1985","1995",-23.51666667,-46.9,OSASCO,Barueri,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","8669722",,,,,,,,,,,,,,,
E3-265,,,CARAPICUÍBA,"1989","2004",-23.51972222,-47.00361111,CARAPICUÍBA,Sao Roque,R. COTIA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,5° BPAmb,"5300","8669722",,,,,,,,,,,,,,,
E3-266,,,BUSSOCABA,"0","0",-23.53277778,-46.92638889,OSASCO,Itapevi,RIB. BUSSOCABA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","8669722",LOGGER (CAMPBELL) / TELEMETRIA CHIP CELULAR / FOI REGISTRADOR MECÂNICO - (ESTAÇÃO MISTA 3E-064) - HÁ EM OPERAÇÃO CONJUNTA UM LOGGER FCTH MONITORANDO CHUVA,,ATIVO,,"-",L,TF + T,,,,,,,,
E3-267,,,VINHEDO URBANO,"2014","2024",-23.01305556,-47.17472222,VINHEDO,Campinas,CÓRR. DA CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",,5_8,,SPÁguas,PLU,,5° BPAmb,"5100","866926",LOGGER (SOLINST) - SEM OBSERVADOR,,ATIVO,,"-",L,,,,,,,,,
E3-268,FCTH,,ATIBAINHA MONTANTE,"0","0",-23.10222222,-46.32666667,PIRACAIA,Piracaia,R. ATIBAINHA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866647",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - (ESTAÇÃO MISTA 3E-121),,,,,,,,,,,,,,
E3-269,FCTH,,CACHOEIRA MONTANTE,"0","0",-23.00666667,-46.28611111,PIRACAIA,Piracaia,R. DA  CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866647",LOGGER (VAISALA) / TELEMETRIA SATELITE / SAISP - SEM OBSERVADOR - (ESTAÇÃO MISTA 3E-122),,,,,,,,,,,,,,
E3-270,IPT,,PARQUE CHICO MENDES,"2010","2020",-23.56916667,-46.94055556,OSASCO,Itapevi,RIB. BUSSOCABA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","8669722",LOGGER (SOLINST) - FALHAS NO PERÍODO,,ATIVO,,"-",L,,,,,,,,,
E3-272,,,PAIVA CASTRO MONTANTE,"0","0",-23.31638889,-46.70416667,MAIRIPORÃ,Franco da Rocha,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866964",LOGGER (VAISALA) / TELEMETRIA SATELITE - SEM OBSERVADOR - (ESTAÇÃO MISTA 3E-125),,,,,,,,,,,,,,
E3-273,,,AÇOS ANHANGUERA,"0","0",-23.52583333,-46.19027778,MOGI DAS CRUZES,Mogi das Cruzes,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669971",LOGGER (CAMPBELL) / TELEMETRIA CHIP CELULAR - (ESTAÇÃO MISTA 3E-036),,,,,,,,,,,,,,
E3-274,,,PARQUE ECOLÓGICO PEREQUÊ,"0","0",-23.85194444,-46.50055556,CUBATÃO,Sao Bernardo do Campo,R. PEREQUÊ,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939564",LOGGER (CAMPBEL)/TELEMETRIA - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-275,FCTH,,SÍTIO PARAÍSO DO VALE,"0","0",-23.835,-46.38861111,SANTOS,Cubatao,R. QUILOMBO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939542",LOGGER (CAMPBEL)/TELEMETRIA - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-276,FCTH,,CESARI,"0","0",-23.82166667,-46.43111111,CUBATÃO,Sao Bernardo do Campo,R. MOJI,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939562",LOGGER (CAMPBEL)/TELEMETRIA - SEM OBSERVADOR - ESTAÇÃO MISTA 3E-093,,,,,,,,,,,,,,
E3-277,,,PETROBRÁS - REFINARIA,"0","0",-23.87861111,-46.5225,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939564",LOGGER (CAMPBEL)/TELEMETRIA - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-278,,,CAPTAÇÃO DA RIVIERA DE SÃO LOURENÇO,"0","0",-23.77694444,-46.06333333,BERTIOGA,Bertioga,R. ITAPANHAÚ,Baixada Santista,"7",,7_1,,SPÁguas,PLU,,3° BPAmb,"3100","77939523",LOGGER (CAMPBEL)/TELEMETRIA - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-279,FCTH,,BARRAGEM MÓVEL MONTANTE,"0","0",-23.525,-46.90194444,OSASCO,Jandira,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","8669722",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-131,,,,,,,,,,,,,,
E3-281,FCTH,,BARRAGEM DA PENHA - JUSANTE,"0","0",-23.50361111,-46.64916667,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1100","866991",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-134,,,,,,,,,,,,,,
E3-282,FCTH,,NÚCLEO JARDIM HELENA,"0","0",-23.47583333,-46.49583333,SÃO PAULO,Guarulhos,SNA2 R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1100","8669935",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-135,,,,,,,,,,,,,,
E3-283,FCTH,,NÚCLEO ITAIM BIACICA,"0","0",-23.48916667,-46.48277778,SÃO PAULO,Sao Paulo,RIB. LAJEADO,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1300","8669937",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-136,,,,,,,,,,,,,,
E3-284,FCTH,,RIBEIRÃO EUSÉBIO,"0","0",-23.32888889,-46.86944444,FRANCO DA ROCHA,Cajamar,RIB. DO EUSÉBIO,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866962",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-137,,,,,,,,,,,,,,
E3-285,FCTH,,PISCINÃO AV-3,"0","0",-23.31111111,-46.88333333,FRANCO DA ROCHA,Cajamar,R. JUQUERI,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,PLU,,1° BPAmb,"1100","866958",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-138,,,,,,,,,,,,,,
E3-286,FCTH,,PISCINÃO RC 6 - IMIGRANTES,"0","0",-23.68416667,-46.72555556,DIADEMA,Sao Paulo,CÓRR. CURRAL GRANDE,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866985",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-140,,,,,,,,,,,,,,
E3-287,FCTH,,PISCINÃO RC 3 - MERCEDEZ BENZ,"0","0",-23.68611111,-46.69333333,DIADEMA,Sao Paulo,RIB. DOS COUROS,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669841",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA 3E-142,,,,,,,,,,,,,,
E3-288,FCTH,,CUBATÃO,"0","0",-23.88472222,-46.51083333,CUBATÃO,Sao Bernardo do Campo,R.CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939564",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-289,FCTH,,ULTRAFERTIL,"1991","2025",-23.839498,-46.378351,CUBATÃO,,R. PEREQUÊ,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,,,,LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR,,,,,,,,,,,,,,
